Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,LATITUDE,LONGITUDE,ALT,Flood?,Season,Rainfall_Category,Temperature_Range,Humidity_Rainfall_Index
Satkhira,1953,9,33.7,25.7,346.0,87.0,1.140740741,6.8,4.913333333,22.68,89.07,6,1,Monsoon,High,8.000000000000004,30102.0
Dhaka,1953,10,32.3,22.9,52.0,80.0,0.714814815,3.4,6.903773585,23.78,90.39,9,0,Post-Monsoon,Moderate,9.4,4160.0
Dhaka,1953,11,30.3,17.2,13.0,75.0,0.555555556,2.1,7.822641509,23.78,90.39,9,0,Post-Monsoon,Low,13.1,975.0
Dhaka,1953,12,29.4,13.7,0.0,72.0,0.562962963,1.5,7.49245283,23.78,90.39,9,0,Winter,Low,15.7,0.0
Dhaka,1954,1,29.2,9.9,14.0,70.0,0.725925926,0.9,7.343396226,23.78,90.39,9,0,Winter,Low,19.3,980.0
Dhaka,1954,2,33.6,16.0,0.0,65.0,0.924074074,2.1,8.130188679,23.78,90.39,9,0,Winter,Low,17.6,0.0
Dinajpur,1954,5,36.7,23.7,125.0,69.0,1.027777778,3.0,6.848,25.63,88.66,37,1,Pre-Monsoon,Moderate,13.000000000000004,8625.0
Barisal,1954,6,36.0,25.4,500.0,86.0,1.631481481,6.4,4.072340426,22.7,90.36,4,1,Monsoon,High,10.6,43000.0
Bogra,1954,6,33.9,25.2,597.0,89.0,1.701851852,6.6,4.939622642,24.88,89.36,20,1,Monsoon,Extreme,8.7,53133.0
Chittagong (IAP-Patenga),1954,6,32.9,24.8,1270.0,92.0,4.477777778,6.5,4.254716981,22.34,91.79,6,1,Monsoon,Extreme,8.099999999999998,116840.0
Comilla,1954,6,34.6,24.6,979.0,92.0,2.501851852,6.8,4.927272727,23.48,91.19,10,1,Monsoon,Extreme,10.0,90068.0
Cox's Bazar,1954,6,31.6,23.9,1504.0,91.0,3.238888889,7.2,4.033962264,21.46,91.98,4,1,Monsoon,Extreme,7.700000000000003,136864.0
Dinajpur,1954,6,34.6,24.6,647.0,85.0,1.024074074,6.4,5.228,25.63,88.66,37,1,Monsoon,Extreme,10.0,54995.0
Faridpur,1954,6,33.7,24.9,788.0,91.0,1.833333333,6.2,5.0,23.61,89.84,9,1,Monsoon,Extreme,8.800000000000004,71708.0
Jessore,1954,6,35.7,25.3,606.0,90.0,3.233333333,5.9,4.655319149,23.17,89.22,7,1,Monsoon,Extreme,10.400000000000002,54540.0
Khulna,1954,6,36.2,25.9,555.0,89.0,1.72037037,6.2,4.546666667,22.8,89.58,4,1,Monsoon,Extreme,10.300000000000004,49395.0
Maijdee Court,1954,6,31.5,25.2,1120.0,88.0,1.998148148,6.4,3.872413793,22.83,91.08,6,1,Monsoon,Extreme,6.300000000000001,98560.0
Rangpur,1954,6,35.63157895,24.94210526,944.0,85.0,1.542592593,6.5,4.894285714,25.72,89.26,34,1,Monsoon,Extreme,10.689473689999996,80240.0
Srimangal,1954,6,33.4,24.2,653.0,89.0,0.914814815,6.6,4.346428571,24.29,91.73,23,1,Monsoon,Extreme,9.2,58117.0
Bogra,1954,7,32.0,26.1,501.0,89.0,1.577777778,7.0,4.435849057,24.88,89.36,20,1,Monsoon,Extreme,5.899999999999999,44589.0
Chittagong (IAP-Patenga),1954,7,33.3,25.2,488.0,87.0,4.577777778,5.9,4.28490566,22.34,91.79,6,1,Monsoon,High,8.099999999999998,42456.0
Comilla,1954,7,33.1,23.9,389.0,90.0,2.481481481,5.6,4.566666667,23.48,91.19,10,1,Monsoon,High,9.200000000000005,35010.0
Cox's Bazar,1954,7,32.1,24.8,858.0,89.0,3.298148148,6.8,3.724528302,21.46,91.98,4,1,Monsoon,Extreme,7.300000000000001,76362.0
Dinajpur,1954,7,33.9,25.8,339.0,86.0,0.955555556,6.2,4.288,25.63,88.66,37,1,Monsoon,High,8.099999999999998,29154.0
Faridpur,1954,7,32.6,25.8,414.0,86.0,1.774074074,6.7,4.431034483,23.61,89.84,9,1,Monsoon,High,6.800000000000001,35604.0
Rangpur,1954,7,34.69298246,25.8754386,602.0,86.07272727,1.474074074,6.2,4.348571429,25.72,89.26,34,1,Monsoon,Extreme,8.817543860000004,51815.78181654
Satkhira,1954,7,33.8,26.2,391.0,85.0,1.514814815,6.7,3.93,22.68,89.07,6,1,Monsoon,High,7.599999999999998,33235.0
Chittagong (IAP-Patenga),1954,8,32.8,25.3,1120.0,90.0,4.088888889,6.9,4.886792453,22.34,91.79,6,1,Monsoon,Extreme,7.4999999999999964,100800.0
Comilla,1954,8,34.4,24.5,376.0,92.0,2.209259259,6.1,5.233333333,23.48,91.19,10,1,Monsoon,High,9.9,34592.0
Cox's Bazar,1954,8,32.1,24.8,884.0,91.0,2.898148148,6.8,4.483018868,21.46,91.98,4,1,Monsoon,Extreme,7.300000000000001,80444.0
Dinajpur,1954,8,34.4,26.5,301.0,84.0,0.885185185,5.0,5.208,25.63,88.66,37,1,Monsoon,High,7.899999999999999,25284.0
Jessore,1954,8,34.4,26.0,427.0,90.0,2.637037037,6.6,4.461702128,23.17,89.22,7,1,Monsoon,High,8.399999999999999,38430.0
Maijdee Court,1954,8,33.3,25.8,530.0,88.0,1.77962963,6.7,4.64137931,22.83,91.08,6,1,Monsoon,Extreme,7.4999999999999964,46640.0
Dinajpur,1954,9,35.6,26.0,227.0,81.0,0.753703704,3.2,5.184,25.63,88.66,37,1,Monsoon,High,9.6,18387.0
Maijdee Court,1954,9,34.2,25.7,412.0,85.0,1.266666667,4.8,4.951724138,22.83,91.08,6,1,Monsoon,High,8.500000000000004,35020.0
Chittagong (IAP-Patenga),1954,10,32.5,23.2,306.0,87.0,1.764814815,4.1,7.056603774,22.34,91.79,6,1,Post-Monsoon,High,9.3,26622.0
Cox's Bazar,1954,10,32.4,23.4,413.0,86.0,1.635185185,4.1,7.533962264,21.46,91.98,4,1,Post-Monsoon,High,9.0,35518.0
Dhaka,1954,10,33.1,22.4,218.0,82.0,0.714814815,4.2,6.903773585,23.78,90.39,9,0,Post-Monsoon,High,10.700000000000005,17876.0
Dhaka,1954,11,29.9,15.8,0.0,74.0,0.555555556,1.2,7.822641509,23.78,90.39,9,0,Post-Monsoon,Low,14.099999999999998,0.0
Dhaka,1954,12,29.1,12.7,10.0,73.0,0.562962963,1.6,7.49245283,23.78,90.39,9,0,Winter,Low,16.400000000000002,730.0
Dhaka,1955,1,27.4,11.0,0.0,71.0,0.725925926,1.4,7.343396226,23.78,90.39,9,0,Winter,Low,16.4,0.0
Dhaka,1955,2,32.9,12.1,0.0,54.0,0.924074074,0.8,8.130188679,23.78,90.39,9,0,Winter,Low,20.8,0.0
Barisal,1955,6,32.9,25.7,406.0,87.0,1.631481481,6.2,4.072340426,22.7,90.36,4,1,Monsoon,High,7.199999999999999,35322.0
Chittagong (IAP-Patenga),1955,6,33.3,25.3,482.0,88.0,4.477777778,5.5,4.254716981,22.34,91.79,6,1,Monsoon,High,7.9999999999999964,42416.0
Cox's Bazar,1955,6,32.6,25.0,611.0,91.0,3.238888889,6.5,4.033962264,21.46,91.98,4,1,Monsoon,Extreme,7.600000000000001,55601.0
Dinajpur,1955,6,35.0,25.2,269.0,82.0,1.024074074,5.4,5.228,25.63,88.66,37,1,Monsoon,High,9.8,22058.0
Maijdee Court,1955,6,32.8,25.8,643.0,87.0,1.998148148,5.8,3.872413793,22.83,91.08,6,1,Monsoon,Extreme,6.9999999999999964,55941.0
Mymensingh,1955,6,34.3,24.7,583.0,86.0,1.7,6.5,4.02,24.75,90.41,19,1,Monsoon,Extreme,9.599999999999998,50138.0
Rangpur,1955,6,35.63157895,24.94210526,566.0,85.0,1.542592593,5.3,4.894285714,25.72,89.26,34,1,Monsoon,Extreme,10.689473689999996,48110.0
Barisal,1955,7,31.2,25.6,414.0,88.0,1.57037037,6.5,3.738297872,22.7,90.36,4,1,Monsoon,High,5.599999999999998,36432.0
Bogra,1955,7,32.0,26.1,504.0,89.0,1.577777778,6.8,4.435849057,24.88,89.36,20,1,Monsoon,Extreme,5.899999999999999,44856.0
Chittagong (IAP-Patenga),1955,7,31.3,24.4,898.0,92.0,4.577777778,6.9,4.28490566,22.34,91.79,6,1,Monsoon,Extreme,6.900000000000002,82616.0
Comilla,1955,7,31.3,25.3,663.0,88.0,2.481481481,6.8,4.566666667,23.48,91.19,10,1,Monsoon,Extreme,6.0,58344.0
Cox's Bazar,1955,7,30.5,24.3,972.0,94.0,3.298148148,7.4,3.724528302,21.46,91.98,4,1,Monsoon,Extreme,6.199999999999999,91368.0
Dinajpur,1955,7,32.8,25.5,506.0,89.0,0.955555556,6.7,4.288,25.63,88.66,37,1,Monsoon,Extreme,7.299999999999997,45034.0
Khulna,1955,7,33.6,25.5,550.0,89.0,1.596296296,7.6,3.89,22.8,89.58,4,1,Monsoon,Extreme,8.100000000000001,48950.0
Maijdee Court,1955,7,31.1,25.1,632.0,91.0,2.0,7.1,3.575862069,22.83,91.08,6,1,Monsoon,Extreme,6.0,57512.0
Mymensingh,1955,7,32.7,25.6,536.0,88.0,1.544444444,7.2,3.691428571,24.75,90.41,19,1,Monsoon,Extreme,7.100000000000001,47168.0
Rangpur,1955,7,34.69298246,25.8754386,892.0,86.07272727,1.474074074,6.2,4.348571429,25.72,89.26,34,1,Monsoon,Extreme,8.817543860000004,76776.87272484
Satkhira,1955,7,32.5,25.9,334.0,86.0,1.514814815,5.9,3.93,22.68,89.07,6,1,Monsoon,High,6.600000000000001,28724.0
Barisal,1955,8,31.4,25.7,349.0,88.0,1.32962963,6.4,4.272340426,22.7,90.36,4,1,Monsoon,High,5.699999999999999,30712.0
Bogra,1955,8,32.2,26.2,505.0,89.0,1.424074074,6.6,5.001886792,24.88,89.36,20,1,Monsoon,Extreme,6.000000000000004,44945.0
Chittagong (IAP-Patenga),1955,8,33.1,24.6,410.0,89.0,4.088888889,6.3,4.886792453,22.34,91.79,6,1,Monsoon,High,8.5,36490.0
Comilla,1955,8,31.8,25.3,329.0,87.0,2.209259259,5.7,5.233333333,23.48,91.19,10,1,Monsoon,High,6.5,28623.0
Dinajpur,1955,8,36.7,25.4,627.0,88.0,0.885185185,5.7,5.208,25.63,88.66,37,1,Monsoon,Extreme,11.300000000000004,55176.0
Maijdee Court,1955,8,32.2,25.0,726.0,89.0,1.77962963,6.5,4.64137931,22.83,91.08,6,1,Monsoon,Extreme,7.200000000000003,64614.0
Mymensingh,1955,8,33.2,25.6,702.0,90.0,1.411111111,6.5,4.377142857,24.75,90.41,19,1,Monsoon,Extreme,7.600000000000001,63180.0
Rangpur,1955,8,35.03859649,26.26140351,562.0,85.27272727,1.383333333,5.8,5.145714286,25.72,89.26,34,1,Monsoon,Extreme,8.777192980000002,47923.27272574
Bogra,1955,9,32.5,25.6,332.0,86.0,1.205555556,5.8,5.447169811,24.88,89.36,20,1,Monsoon,High,6.899999999999999,28552.0
Cox's Bazar,1955,9,34.0,24.6,373.0,87.0,2.190740741,5.8,5.873584906,21.46,91.98,4,1,Monsoon,High,9.4,32451.0
Dinajpur,1955,9,34.4,25.1,453.0,85.0,0.753703704,4.8,5.184,25.63,88.66,37,1,Monsoon,High,9.299999999999995,38505.0
Dhaka,1955,10,33.9,24.2,71.0,82.0,0.714814815,4.3,6.903773585,23.78,90.39,9,0,Post-Monsoon,Moderate,9.7,5822.0
Dhaka,1955,11,31.3,18.8,99.0,78.0,0.555555556,3.1,7.822641509,23.78,90.39,9,0,Post-Monsoon,Moderate,12.5,7722.0
Dhaka,1955,12,28.2,11.8,0.0,73.0,0.562962963,1.0,7.49245283,23.78,90.39,9,0,Winter,Low,16.4,0.0
Dhaka,1956,1,28.0,11.2,12.0,68.0,0.725925926,0.6,7.343396226,23.78,90.39,9,0,Winter,Low,16.8,816.0
Dhaka,1956,2,34.1,11.9,5.0,59.0,0.924074074,1.3,8.130188679,23.78,90.39,9,0,Winter,Low,22.200000000000003,295.0
Barisal,1956,5,34.4,26.2,343.0,83.0,1.703703704,5.6,7.046808511,22.7,90.36,4,1,Pre-Monsoon,High,8.2,28469.0
Chittagong (IAP-Patenga),1956,5,33.1,25.0,505.0,89.0,3.762962963,5.9,7.128301887,22.34,91.79,6,1,Pre-Monsoon,Extreme,8.100000000000001,44945.0
Cox's Bazar,1956,5,33.5,24.7,664.0,88.0,2.774074074,6.2,7.452830189,21.46,91.98,4,1,Pre-Monsoon,Extreme,8.8,58432.0
Dinajpur,1956,5,36.1,24.3,162.0,78.0,1.027777778,4.5,6.848,25.63,88.66,37,1,Pre-Monsoon,Moderate,11.8,12636.0
Maijdee Court,1956,5,34.1,25.3,443.0,86.0,1.703703704,4.6,6.513793103,22.83,91.08,6,1,Pre-Monsoon,High,8.8,38098.0
Mymensingh,1956,5,34.9,24.7,471.0,85.0,1.692592593,6.4,6.122857143,24.75,90.41,19,1,Pre-Monsoon,High,10.2,40035.0
Sylhet,1956,5,35.0,23.4,907.0,81.33333333,1.668518519,6.7,6.025,24.88,91.93,35,1,Pre-Monsoon,Extreme,11.6,73769.33333031001
Barisal,1956,6,32.2,25.2,784.0,87.0,1.631481481,6.3,4.072340426,22.7,90.36,4,1,Monsoon,Extreme,7.000000000000004,68208.0
Bogra,1956,6,37.8,25.3,467.0,88.0,1.701851852,6.6,4.939622642,24.88,89.36,20,1,Monsoon,High,12.499999999999996,41096.0
Chittagong (IAP-Patenga),1956,6,32.4,24.8,688.0,88.0,4.477777778,6.4,4.254716981,22.34,91.79,6,1,Monsoon,Extreme,7.599999999999998,60544.0
Comilla,1956,6,33.8,24.8,703.0,87.0,2.501851852,6.3,4.927272727,23.48,91.19,10,1,Monsoon,Extreme,8.999999999999996,61161.0
Cox's Bazar,1956,6,31.8,24.4,810.0,93.0,3.238888889,6.6,4.033962264,21.46,91.98,4,1,Monsoon,Extreme,7.400000000000002,75330.0
Dinajpur,1956,6,35.0,24.5,449.0,85.0,1.024074074,6.1,5.228,25.63,88.66,37,1,Monsoon,High,10.5,38165.0
Faridpur,1956,6,32.7,24.5,459.0,89.0,1.833333333,6.8,5.0,23.61,89.84,9,1,Monsoon,High,8.200000000000003,40851.0
Jessore,1956,6,34.4,25.2,367.0,89.0,3.233333333,5.9,4.655319149,23.17,89.22,7,1,Monsoon,High,9.2,32663.0
Maijdee Court,1956,6,31.9,24.8,836.0,89.0,1.998148148,6.1,3.872413793,22.83,91.08,6,1,Monsoon,Extreme,7.099999999999998,74404.0
Mymensingh,1956,6,33.2,25.0,602.0,89.0,1.7,7.1,4.02,24.75,90.41,19,1,Monsoon,Extreme,8.200000000000003,53578.0
Rangpur,1956,6,35.63157895,24.94210526,769.0,85.0,1.542592593,6.4,4.894285714,25.72,89.26,34,1,Monsoon,Extreme,10.689473689999996,65365.0
Satkhira,1956,6,32.6,25.0,490.0,87.0,1.701851852,3.6,4.386666667,22.68,89.07,6,1,Monsoon,High,7.600000000000001,42630.0
Srimangal,1956,6,35.6,24.2,769.0,87.0,0.914814815,6.4,4.346428571,24.29,91.73,23,1,Monsoon,Extreme,11.400000000000002,66903.0
Sylhet,1956,6,32.8,24.9,977.0,87.14035088,1.566666667,7.2,3.644230769,24.88,91.93,35,1,Monsoon,Extreme,7.899999999999999,85136.12280976
Barisal,1956,7,33.8,25.8,319.0,86.0,1.57037037,5.7,3.738297872,22.7,90.36,4,1,Monsoon,High,7.9999999999999964,27434.0
Comilla,1956,7,33.7,25.0,423.0,84.0,2.481481481,5.9,4.566666667,23.48,91.19,10,1,Monsoon,High,8.700000000000003,35532.0
Cox's Bazar,1956,7,35.3,24.6,623.0,90.0,3.298148148,6.2,3.724528302,21.46,91.98,4,1,Monsoon,Extreme,10.699999999999996,56070.0
Dinajpur,1956,7,35.0,25.2,404.0,82.0,0.955555556,5.3,4.288,25.63,88.66,37,1,Monsoon,High,9.8,33128.0
Khulna,1956,7,32.1,26.1,330.0,88.0,1.596296296,5.8,3.89,22.8,89.58,4,1,Monsoon,High,6.0,29040.0
Maijdee Court,1956,7,32.7,25.1,580.0,87.0,2.0,5.9,3.575862069,22.83,91.08,6,1,Monsoon,Extreme,7.600000000000001,50460.0
Mymensingh,1956,7,34.3,25.3,433.0,86.0,1.544444444,6.9,3.691428571,24.75,90.41,19,1,Monsoon,High,8.999999999999996,37238.0
Rangpur,1956,7,34.69298246,25.8754386,488.0,86.07272727,1.474074074,5.1,4.348571429,25.72,89.26,34,1,Monsoon,High,8.817543860000004,42003.49090776
Sylhet,1956,7,35.0,24.6,872.0,87.24561404,1.512962963,7.1,3.719230769,24.88,91.93,35,1,Monsoon,Extreme,10.4,76078.17544288
Barisal,1956,8,33.3,26.0,497.0,87.0,1.32962963,5.6,4.272340426,22.7,90.36,4,1,Monsoon,High,7.299999999999997,43239.0
Bogra,1956,8,32.2,26.2,515.0,87.0,1.424074074,6.2,5.001886792,24.88,89.36,20,1,Monsoon,Extreme,6.000000000000004,44805.0
Chittagong (IAP-Patenga),1956,8,32.8,25.1,728.0,87.0,4.088888889,6.4,4.886792453,22.34,91.79,6,1,Monsoon,Extreme,7.699999999999996,63336.0
Cox's Bazar,1956,8,32.2,24.7,726.0,90.0,2.898148148,6.8,4.483018868,21.46,91.98,4,1,Monsoon,Extreme,7.5000000000000036,65340.0
Dinajpur,1956,8,35.0,25.0,634.0,86.0,0.885185185,6.2,5.208,25.63,88.66,37,1,Monsoon,Extreme,10.0,54524.0
Faridpur,1956,8,32.2,25.6,435.0,87.0,1.640740741,6.8,4.95862069,23.61,89.84,9,1,Monsoon,High,6.600000000000001,37845.0
Maijdee Court,1956,8,32.2,25.5,845.0,88.0,1.77962963,6.4,4.64137931,22.83,91.08,6,1,Monsoon,Extreme,6.700000000000003,74360.0
Mymensingh,1956,8,34.2,25.3,727.0,86.0,1.411111111,7.2,4.377142857,24.75,90.41,19,1,Monsoon,Extreme,8.900000000000002,62522.0
Rangpur,1956,8,35.03859649,26.26140351,501.0,85.27272727,1.383333333,6.2,5.145714286,25.72,89.26,34,1,Monsoon,Extreme,8.777192980000002,42721.63636227
Sylhet,1956,8,34.4,25.1,605.0,86.54385965,1.390740741,7.0,4.473076923,24.88,91.93,35,1,Monsoon,Extreme,9.299999999999995,52359.03508825
Barisal,1956,9,33.4,25.7,700.0,85.0,0.937037037,4.8,4.823404255,22.7,90.36,4,1,Monsoon,Extreme,7.699999999999999,59500.0
Chittagong (IAP-Patenga),1956,9,32.6,24.7,513.0,87.0,2.955555556,6.3,5.824528302,22.34,91.79,6,1,Monsoon,Extreme,7.900000000000002,44631.0
Comilla,1956,9,35.9,24.5,444.0,85.0,1.537037037,5.4,5.548484848,23.48,91.19,10,1,Monsoon,High,11.4,37740.0
Cox's Bazar,1956,9,32.4,24.3,554.0,90.0,2.190740741,6.7,5.873584906,21.46,91.98,4,1,Monsoon,Extreme,8.099999999999998,49860.0
Dinajpur,1956,9,35.0,24.4,217.0,84.0,0.753703704,4.5,5.184,25.63,88.66,37,1,Monsoon,High,10.6,18228.0
Dhaka,1956,10,33.7,24.0,121.0,82.0,0.714814815,4.6,6.903773585,23.78,90.39,9,0,Post-Monsoon,Moderate,9.700000000000005,9922.0
Dinajpur,1956,10,36.1,21.6,221.0,83.0,0.542592593,3.0,6.916,25.63,88.66,37,1,Post-Monsoon,High,14.5,18343.0
Dhaka,1956,11,30.4,18.5,53.0,77.0,0.555555556,2.3,7.822641509,23.78,90.39,9,0,Post-Monsoon,Moderate,11.9,4081.0
Dhaka,1956,12,28.1,12.7,13.0,75.0,0.562962963,0.9,7.49245283,23.78,90.39,9,0,Winter,Low,15.400000000000002,975.0
Dhaka,1957,1,28.0,13.0,68.0,77.0,0.725925926,2.0,7.343396226,23.78,90.39,9,0,Winter,Moderate,15.0,5236.0
Dhaka,1957,2,30.8,13.4,69.0,70.0,0.924074074,2.0,8.130188679,23.78,90.39,9,0,Winter,Moderate,17.4,4830.0
Sylhet,1957,5,34.9,22.4,893.0,87.0,1.668518519,5.8,6.025,24.88,91.93,35,1,Pre-Monsoon,Extreme,12.5,77691.0
Comilla,1957,6,34.6,24.8,374.0,85.0,2.501851852,5.3,4.927272727,23.48,91.19,10,1,Monsoon,High,9.8,31790.0
Cox's Bazar,1957,6,33.3,25.1,493.0,86.0,3.238888889,6.5,4.033962264,21.46,91.98,4,1,Monsoon,High,8.199999999999996,42398.0
Dinajpur,1957,6,37.2,23.9,240.0,77.0,1.024074074,4.9,5.228,25.63,88.66,37,1,Monsoon,High,13.300000000000004,18480.0
Maijdee Court,1957,6,34.4,24.9,695.0,84.0,1.998148148,5.3,3.872413793,22.83,91.08,6,1,Monsoon,Extreme,9.5,58380.0
Mymensingh,1957,6,34.9,24.2,579.0,87.0,1.7,6.6,4.02,24.75,90.41,19,1,Monsoon,Extreme,10.7,50373.0
Rangpur,1957,6,35.0,24.0,439.0,85.0,1.542592593,5.5,4.894285714,25.72,89.26,34,1,Monsoon,High,11.0,37315.0
Srimangal,1957,6,34.4,23.6,611.0,86.0,0.914814815,5.7,4.346428571,24.29,91.73,23,1,Monsoon,Extreme,10.799999999999995,52546.0
Sylhet,1957,6,33.6,24.4,625.0,90.0,1.566666667,6.6,3.644230769,24.88,91.93,35,1,Monsoon,Extreme,9.200000000000005,56250.0
Barisal,1957,7,33.3,26.0,564.0,87.0,1.57037037,5.8,3.738297872,22.7,90.36,4,1,Monsoon,Extreme,7.299999999999997,49068.0
Bogra,1957,7,32.0,26.1,490.0,87.0,1.577777778,6.0,4.435849057,24.88,89.36,20,1,Monsoon,High,5.899999999999999,42630.0
Chittagong (IAP-Patenga),1957,7,33.6,25.4,560.0,87.0,4.577777778,6.2,4.28490566,22.34,91.79,6,1,Monsoon,Extreme,8.200000000000003,48720.0
Comilla,1957,7,33.3,25.5,384.0,85.0,2.481481481,5.8,4.566666667,23.48,91.19,10,1,Monsoon,High,7.799999999999997,32640.0
Cox's Bazar,1957,7,33.2,24.7,1027.0,91.0,3.298148148,6.8,3.724528302,21.46,91.98,4,1,Monsoon,Extreme,8.500000000000004,93457.0
Dinajpur,1957,7,34.4,24.1,449.0,85.0,0.955555556,6.2,4.288,25.63,88.66,37,1,Monsoon,High,10.299999999999995,38165.0
Jessore,1957,7,34.4,25.9,381.0,89.0,2.955555556,6.4,3.972340426,23.17,89.22,7,1,Monsoon,High,8.5,33909.0
Khulna,1957,7,35.2,26.1,414.0,90.0,1.596296296,6.8,3.89,22.8,89.58,4,1,Monsoon,High,9.1,37260.0
Maijdee Court,1957,7,32.2,25.7,578.0,85.0,2.0,6.0,3.575862069,22.83,91.08,6,1,Monsoon,Extreme,6.500000000000004,49130.0
Sylhet,1957,7,33.9,25.5,447.0,88.0,1.512962963,6.9,3.719230769,24.88,91.93,35,1,Monsoon,High,8.399999999999999,39336.0
Dinajpur,1957,8,36.7,23.5,218.0,85.0,0.885185185,5.0,5.208,25.63,88.66,37,1,Monsoon,High,13.200000000000005,18530.0
Maijdee Court,1957,8,35.2,25.5,492.0,86.0,1.77962963,6.2,4.64137931,22.83,91.08,6,1,Monsoon,High,9.700000000000005,42312.0
Sylhet,1957,8,36.2,25.0,524.0,86.0,1.390740741,6.3,4.473076923,24.88,91.93,35,1,Monsoon,Extreme,11.200000000000005,45064.0
Comilla,1957,9,34.5,25.3,366.0,86.0,1.537037037,4.9,5.548484848,23.48,91.19,10,1,Monsoon,High,9.2,31476.0
Cox's Bazar,1957,9,34.0,24.8,407.0,85.0,2.190740741,5.6,5.873584906,21.46,91.98,4,1,Monsoon,High,9.2,34595.0
Dhaka,1957,10,32.9,22.8,29.0,79.0,0.714814815,3.5,6.903773585,23.78,90.39,9,0,Post-Monsoon,Low,10.099999999999998,2291.0
Dhaka,1957,11,30.6,15.9,0.0,70.0,0.555555556,1.8,7.822641509,23.78,90.39,9,0,Post-Monsoon,Low,14.7,0.0
Dhaka,1957,12,28.8,12.7,0.0,74.0,0.562962963,0.7,7.49245283,23.78,90.39,9,0,Winter,Low,16.1,0.0
Dhaka,1958,1,30.6,12.6,0.0,71.0,0.725925926,1.8,7.343396226,23.78,90.39,9,0,Winter,Low,18.0,0.0
Dhaka,1958,2,31.0,14.8,95.0,70.0,0.924074074,2.5,8.130188679,23.78,90.39,9,0,Winter,Moderate,16.2,6650.0
Barisal,1958,5,36.1,26.2,289.0,83.0,1.703703704,4.0,7.046808511,22.7,90.36,4,1,Pre-Monsoon,High,9.900000000000002,23987.0
Sylhet,1958,5,34.5,23.0,667.0,84.0,1.668518519,5.3,6.025,24.88,91.93,35,1,Pre-Monsoon,Extreme,11.5,56028.0
Dinajpur,1958,6,37.2,25.6,346.0,77.0,1.024074074,4.0,5.228,25.63,88.66,37,1,Monsoon,High,11.6,26642.0
Maijdee Court,1958,6,34.4,26.1,668.0,83.0,1.998148148,6.1,3.872413793,22.83,91.08,6,1,Monsoon,Extreme,8.299999999999997,55444.0
Mymensingh,1958,6,35.9,25.5,432.0,87.0,1.7,5.7,4.02,24.75,90.41,19,1,Monsoon,High,10.4,37584.0
Sylhet,1958,6,35.2,24.9,512.0,86.0,1.566666667,6.0,3.644230769,24.88,91.93,35,1,Monsoon,Extreme,10.300000000000004,44032.0
Barisal,1958,7,33.3,26.2,414.0,90.0,1.57037037,6.0,3.738297872,22.7,90.36,4,1,Monsoon,High,7.099999999999998,37260.0
Bogra,1958,7,37.8,26.7,372.0,83.0,1.577777778,5.5,4.435849057,24.88,89.36,20,1,Monsoon,High,11.099999999999998,30876.0
Cox's Bazar,1958,7,32.7,25.0,831.0,90.0,3.298148148,7.0,3.724528302,21.46,91.98,4,1,Monsoon,Extreme,7.700000000000003,74790.0
Dinajpur,1958,7,35.0,26.6,207.0,84.0,0.955555556,5.2,4.288,25.63,88.66,37,1,Monsoon,High,8.399999999999999,17388.0
Maijdee Court,1958,7,32.2,25.2,596.0,86.0,2.0,6.2,3.575862069,22.83,91.08,6,1,Monsoon,Extreme,7.000000000000004,51256.0
Rangpur,1958,7,32.2,25.8,412.0,86.07272727,1.474074074,5.9,4.348571429,25.72,89.26,34,1,Monsoon,High,6.400000000000002,35461.96363524
Satkhira,1958,7,34.7,26.1,320.0,89.0,1.514814815,1.9,3.93,22.68,89.07,6,1,Monsoon,High,8.600000000000001,28480.0
Bogra,1958,8,34.7,26.1,442.0,88.0,1.424074074,6.2,5.001886792,24.88,89.36,20,1,Monsoon,High,8.600000000000001,38896.0
Chittagong (IAP-Patenga),1958,8,33.7,25.0,455.0,85.0,4.088888889,6.3,4.886792453,22.34,91.79,6,1,Monsoon,High,8.700000000000003,38675.0
Comilla,1958,8,33.9,25.5,373.0,86.0,2.209259259,5.9,5.233333333,23.48,91.19,10,1,Monsoon,High,8.399999999999999,32078.0
Cox's Bazar,1958,8,32.2,25.0,504.0,89.0,2.898148148,6.9,4.483018868,21.46,91.98,4,1,Monsoon,Extreme,7.200000000000003,44856.0
Dinajpur,1958,8,34.4,25.9,502.0,89.0,0.885185185,6.5,5.208,25.63,88.66,37,1,Monsoon,Extreme,8.5,44678.0
Maijdee Court,1958,8,33.1,25.5,590.0,86.0,1.77962963,6.2,4.64137931,22.83,91.08,6,1,Monsoon,Extreme,7.600000000000001,50740.0
Mymensingh,1958,8,33.5,25.6,523.0,88.0,1.411111111,7.1,4.377142857,24.75,90.41,19,1,Monsoon,Extreme,7.899999999999999,46024.0
Sylhet,1958,8,34.4,25.0,640.0,90.0,1.390740741,6.8,4.473076923,24.88,91.93,35,1,Monsoon,Extreme,9.4,57600.0
Barisal,1958,9,34.4,26.0,321.0,85.0,0.937037037,5.4,4.823404255,22.7,90.36,4,1,Monsoon,High,8.399999999999999,27285.0
Bogra,1958,9,33.4,26.5,303.0,85.0,1.205555556,5.0,5.447169811,24.88,89.36,20,1,Monsoon,High,6.899999999999999,25755.0
