Duration(Days),Main Cause,Districts,State,Extent of damage,Event Source,District_LGD_Codes,State_Codes,Start_Year,Start_Month,Start_Day,High_Impact,Year,Month,Day,Quarter,Month_Sin,Month_Cos,Long_Event,Cause_Group,State_Count,District_Count,Event_Source_Available
21.0,moderate to severe,"West Godavari, Guntur, nalgonda, Khammam,Prakasam,Adilabad, Hyderabad, Jagitial, Jangoan, Mulugu, Jogulamba Gadwal, Kamareddy, Karimnagar, Khammam, Kumuram Bheem Asifabad, Mahabubabad, Mahabubnagar, Mancherial, Medak, Medchal Malkajgiri, Nagarkurnool, Nalgonda, Nirmal, Nizamabad, Peddapalli, Rajanna Sircilla, Ranga Reddy, Sangareddy, Siddipet, Suryapet, Vikarabad, Wanaparthy, Warangal, Warangal, Yadadri Yadadri Bhuvanagiri Yadadri Bhuvanagiri, Bhadradri Bhadradri Kothagudem Bhadradri Kothagudem, Jayashankar Bhupalapally, Narayanpet",Andhra Pradesh,"Paddy fields, roads,vilages inundated, about 3.75 lakh acres of land submerged. In Mahbubnagar district, 1,050 houses damaged,146 tanks breached, the crops of Jowar, Bajra, Ragi, Ground nut, Castor,pulses damaged",IMD,,28.0,1978.0,8.0,1.0,1,1978.0,8.0,1.0,3.0,-0.8660254037844385,-0.5000000000000004,1,Other,1,38,1
7.0,moderate to severe,"Majuli, Dibrugarh, Darrang, Sonitpur, Nagaon, Sivasagar, Lakhimpur",Assam,"Train services between Margharita,Ledo stations disrupted. Road,telecommunication disrupted in Lower Assam, about 2 lakhs people affected, 7,000 hectares of land submerged. Jute,paddy crops damaged",IMD,,18.0,1978.0,6.0,22.0,0,1978.0,6.0,22.0,2.0,1.2246467991473532e-16,-1.0,1,Other,1,7,1
7.0,moderate to severe,"Kamrup, Goalpara",Assam,"2.10 lakhs hectares,2.05 lakhs population affected, 2,000 families affected, Jute,paddy crops ever 0.19 lakhs hectares damaged",IMD,,18.0,1978.0,7.0,15.0,0,1978.0,7.0,15.0,3.0,-0.4999999999999997,-0.8660254037844388,1,Other,1,2,1
14.0,moderate to severe,"Malda, Murshidabad, Nadia",West Bengal,"1.5 million people affected, 6,500 houses damaged, 40,000 hectares of land including 10,000 hectares of crop affected, total loss Rs. 20 crores",IMD,,19.0,1978.0,8.0,15.0,1,1978.0,8.0,15.0,3.0,-0.8660254037844385,-0.5000000000000004,1,Other,1,3,1
7.0,moderate to severe,"Paschim Purba Medinipur,Purba Purba Medinipur, Bankura",West Bengal,"50,000 people affected, 8,000 houses damaged/destroyed, Total loss Rs. 10 crores",IMD,,19.0,1978.0,9.0,1.0,1,1978.0,9.0,1.0,3.0,-1.0,-1.8369701987210297e-16,1,Other,1,3,1
7.0,severe,"Malda, Hooghly, Paschim Purba Medinipur,Purba Purba Medinipur,Murshidabad",West Bengal,"33.66 lakhs people,6.57 lakhs hectares affected. ",IMD,,19.0,1978.0,9.0,8.0,1,1978.0,9.0,8.0,3.0,-1.0,-1.8369701987210297e-16,1,Other,1,5,1
7.0,severe,Greater Kolkata area,West Bengal,"Due to incessant rains,consequent flooding several streets water logged, Thousands of city-dwellers marooned, loading,unloading operations in port came to a standstill, Massive power cut ordered Railway, air-traffic disrupted, Jute/cotton textile industries affected, Production loss of Rs. 5 crores, hospital washed away in Birbhum, Durgapur power project shut off, Raniganj coal belt affected, flood water entered the town, roads flooded but many places went without water supply, total population affected 152.5 lakhs",IMD,,19.0,1978.0,9.0,22.0,1,1978.0,9.0,22.0,3.0,-1.0,-1.8369701987210297e-16,1,Other,1,1,1
7.0,severe,"South 24 Parganas,North 24 Parganas",West Bengal,"31,000 families afected, 1.5 lakhs of chests of tea affected, Total loss Rs. 9 crores",IMD,,19.0,1978.0,10.0,1.0,1,1978.0,10.0,1.0,4.0,-0.8660254037844386,0.5000000000000001,1,Other,1,2,1
14.0,severe,"Munger, Ballia, Madhubani, Samastipur, Saharsa, Sitamarhi, Muzaffarpur, Darbhanga,Pashchim Champaran, Purbi Champaran",Bihar,"Bagmati,Adhaware rivers swelled above their danger level, 4 million people affected, 55,000 hectares of land affected, loss to property Rs. 16.5 lakhs",IMD,,10.0,1978.0,7.0,15.0,1,1978.0,7.0,15.0,3.0,-0.4999999999999997,-0.8660254037844388,1,Other,1,10,1
7.0,moderate to severe,"Munger,Patna",Bihar,"Railway track between Sahepur-Kamal,Munger Ghat affected, Barauni Industrial Complex threatened, Drainage longestion in Dinapur area near Patna, both in east,west approach roads to Patna City submerged",IMD,,10.0,1978.0,8.0,8.0,1,1978.0,8.0,8.0,3.0,-0.8660254037844385,-0.5000000000000004,1,Other,1,2,1
14.0,moderate to severe,Saran,Bihar,,IMD,218.0,10.0,1978.0,8.0,8.0,1,1978.0,8.0,8.0,3.0,-0.8660254037844385,-0.5000000000000004,1,Other,1,1,1
7.0,moderate to severe,"Gaya, Bhojpur,Nagpur",Bihar,"1455 hectares of land inundated, 100 villages affected, vast areas inundated",IMD,,10.0,1978.0,9.0,22.0,0,1978.0,9.0,22.0,3.0,-1.0,-1.8369701987210297e-16,1,Other,1,3,1
7.0,very severe,"South West, North west,North",Delhi,"10 lakhs people affected, crops worth Rs. 6 crores destroyed, 20,000 hectares of land in 130 villages damaged, Rail traffic was diverted, many roads submerged, all 4 bridges over the Yamuna closed to traffic (for the first time in history) Total loss Rs. 15 crores",IMD,,7.0,1978.0,9.0,1.0,1,1978.0,9.0,1.0,3.0,-1.0,-1.8369701987210297e-16,1,Other,1,3,1
7.0,severe,"Vadodara,Bharuch,Sabar Kantha,Valsad",Gujarat,"2,500 persons affcected, 200 huts collapsed",IMD,,24.0,1978.0,8.0,22.0,1,1978.0,8.0,22.0,3.0,-0.8660254037844385,-0.5000000000000004,1,Other,1,4,1
7.0,severe,"Karnal, Panipat, Kurukshetra, Sonipat, Gurugram",Haryana,"108 villages affected, About 3 lakh hectares of land affected, a number of people drowned, Heavy damage to houses,crops, crops worth Rs. 4 crores lost",IMD,,6.0,1978.0,9.0,1.0,1,1978.0,9.0,1.0,3.0,-1.0,-1.8369701987210297e-16,1,Other,1,5,1
7.0,moderate,Solan,Himachal Pradesh,Crops worth about Rs. 1 lakh destroyed,IMD,25.0,2.0,1978.0,7.0,22.0,0,1978.0,7.0,22.0,3.0,-0.4999999999999997,-0.8660254037844388,1,Other,1,1,1
7.0,moderate,"Bilaspur, Solan",Himachal Pradesh,"Flash floods in village Nala, 60 rendered homeless, Train traffic disrupted, extensive damage reports from village Jabli near Bilaspur",IMD,,2.0,1978.0,8.0,15.0,1,1978.0,8.0,15.0,3.0,-0.8660254037844385,-0.5000000000000004,1,Other,1,2,1
7.0,severe,Shimla,Himachal Pradesh,"A sawmill, watermill washed away",IMD,23.0,2.0,1978.0,9.0,1.0,1,1978.0,9.0,1.0,3.0,-1.0,-1.8369701987210297e-16,1,Other,1,1,1
7.0,moderate to severe,"Mudigere, Mangalore,Dharwad",Karnataka,"Many houses collapsed, traffic between Mangalore,Mudigere suspended",IMD,,29.0,1978.0,7.0,15.0,0,1978.0,7.0,15.0,3.0,-0.4999999999999997,-0.8660254037844388,1,Other,1,3,1
7.0,moderate to severe,"Mangalore, Dakshina Kannada",Karnataka,"58 houses damaged, traffic between Mangalore,Bengaluru Rural National Highway disrupted",IMD,,29.0,1978.0,7.0,22.0,0,1978.0,7.0,22.0,3.0,-0.4999999999999997,-0.8660254037844388,1,Other,1,2,1
7.0,severe,"Thiruvananthapuram, Kollam, Alappuzha, Thrissur, Kannur,Malappuram",Kerala,"46,000 houses dmaged, crops in 1,05,600 hectares destroyed, train tracks breached",IMD,,32.0,1978.0,11.0,1.0,1,1978.0,11.0,1.0,4.0,-0.5000000000000004,0.8660254037844384,1,Other,1,6,1
7.0,moderate,"Burhanpur, Chhindwara",Madhya Pradesh,Heavy rains caused landslides,IMD,,23.0,1978.0,7.0,1.0,1,1978.0,7.0,1.0,3.0,-0.4999999999999997,-0.8660254037844388,1,Other,1,2,1
7.0,moderate to severe,Bhind,Madhya Pradesh,"Very heavy rains caused damage to 5,000 houses, 1 lakh people affected, damage to properties worth Rs. 16.75 lakhs",IMD,395.0,23.0,1978.0,9.0,1.0,0,1978.0,9.0,1.0,3.0,-1.0,-1.8369701987210297e-16,1,Other,1,1,1
7.0,moderate,Nagpur,Maharashtra,Cotton/orange/linseed/wheat crops destroyed,IMD,484.0,27.0,1978.0,2.0,1.0,1,1978.0,2.0,1.0,1.0,0.8660254037844386,0.5000000000000001,1,Other,1,1,1
7.0,"moderate to severe, moderate","Beed, Mumbai",Maharashtra,Torrential rains,IMD,,27.0,1978.0,6.0,8.0,0,1978.0,6.0,8.0,2.0,1.2246467991473532e-16,-1.0,1,Other,1,2,1
7.0,moderate,Mumbai,Maharashtra,Road traffic dislocated,IMD,482.0,27.0,1978.0,7.0,8.0,0,1978.0,7.0,8.0,3.0,-0.4999999999999997,-0.8660254037844388,1,Other,1,1,1
7.0,moderate,Akola,Maharashtra,"Morna river flooded, affected Akola town, 6,777 houses damaged, crops in area 0.02 lakhs hectares, population 0.31 lakhs affected",IMD,467.0,27.0,1978.0,7.0,22.0,1,1978.0,7.0,22.0,3.0,-0.4999999999999997,-0.8660254037844388,1,Other,1,1,1
7.0,severe,"Bhandara, Jalgaon, Nagpur,Akola",Maharashtra,"Dhang river flooded, 40 Kachchha houses collapsed, Bhandara district remained cut-off, Tapti river in Jalgaon district in spate",IMD,,27.0,1978.0,8.0,22.0,0,1978.0,8.0,22.0,3.0,-0.8660254037844385,-0.5000000000000004,1,Other,1,4,1
7.0,heavy rains,"Hoshiarpur,Ferozepur,Faridkot",Punjab,"Crops over 200 hectares,50 houses damaged",IMD,,3.0,1978.0,7.0,22.0,0,1978.0,7.0,22.0,3.0,-0.4999999999999997,-0.8660254037844388,1,Heavy Rain,1,3,1
2.0,severe,"Ferozepur, Patiala, Hoshiarpur, Ludhiana, Jalandhar, Kapurthala,Rupnagar",Punjab,"1.75 lakhs people rendered homeless, 100 heads of cattle perished, 75 villages devastated, 1,45,000 hectares of land affected, 2,000 seed farms valued at Rs. 300,000 suffered, 1,000 primary school buildings, 26 veterinary hospitals,10,000 tube wells damaged, flood water entered the municipal limits of Ludhiana",IMD,,3.0,1978.0,8.0,3.0,1,1978.0,8.0,3.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Other,1,7,1
7.0,moderate,Churu,Rajasthan,"7,200 houses damaged, Loss of Rs. 2.41 crores",IMD,96.0,8.0,1978.0,7.0,15.0,0,1978.0,7.0,15.0,3.0,-0.4999999999999997,-0.8660254037844388,1,Other,1,1,1
7.0,moderate to severe,"Alwar, Jaipur, Bikaner, Sikar, Jhunjhunu,Ganganagar",Rajasthan,"At Lachmangarh 75 houses collapsed, in Sikar, 300 Pucca houses damaged in Ganganagar district",IMD,,8.0,1978.0,7.0,15.0,0,1978.0,7.0,15.0,3.0,-0.4999999999999997,-0.8660254037844388,1,Other,1,6,1
7.0,moderate to severe,"Bharatpur, Churu, Bikaner, Jhunjhunu, Sikar, Jaipur,  Ganganagar, Alwar",Rajasthan,"2 lakh houses damaged, crop worth 1.66 million hectares ravaged, 2 lakhs people affected, total loss - Rs. 38 crores",IMD,,8.0,1978.0,6.0,22.0,1,1978.0,6.0,22.0,2.0,1.2246467991473532e-16,-1.0,1,Other,1,8,1
7.0,moderate to severe,"Coimbatore, Erode, Salem,Thanjavur, The Nilgiris",Tamil Nadu,"Many houses damaged building washed away (barring a few reinforced structures), communication line from Ooty disrupted, 1 lakh hectares of land hit by floods in Ooty,surrounding villages, , 800 hectares of cropped fields damaged, orange farms turned into vast sheets of water, a number of building structures collpased, Ghat roads cut off due to erosion,landslides",IMD,,33.0,1978.0,11.0,1.0,1,1978.0,11.0,1.0,4.0,-0.5000000000000004,0.8660254037844384,1,Other,1,5,1
7.0,moderate to severe,"Chennai, Ramanathapuram",Tamil Nadu,"Rail, road traffic disrupted, 1 lakh people rendered homeless",IMD,,33.0,1978.0,12.0,22.0,1,1978.0,12.0,22.0,4.0,-2.4492935982947064e-16,1.0,1,Other,1,2,1
7.0,moderate,"Almora, Basti, Bahraich",Uttar Pradesh,"Crops,houses worth Rs. 22.16 lakhs damaged,  1,612 families affected in 102 villages",IMD,,9.0,1978.0,6.0,15.0,0,1978.0,6.0,15.0,2.0,1.2246467991473532e-16,-1.0,1,Other,1,3,1
14.0,moderate to severe,"Deoria, Gorakhpur, Azamgarh,Agra",Uttar Pradesh,"Rapti river in Spate, total loss of Rs. 30 crores, 23 districts affected in varying degrees, 14 lakhs hectares of land affected",IMD,,9.0,1978.0,7.0,15.0,1,1978.0,7.0,15.0,3.0,-0.4999999999999997,-0.8660254037844388,1,Other,1,4,1
7.0,moderate to severe,"Uttar Kashi Kashi, Tehri Garhwal, Saharanpur, Moradabad, Bareilly, Meerut, Rampur,Pilibhit",Uttar Pradesh,"Extensive disruption of communication,road traffic, 25 villages affected, landslide near Hanit village in Uttar Kashi district,30,000 people hit in Meerut district, bridge damaged",IMD,,9.0,1978.0,8.0,1.0,0,1978.0,8.0,1.0,3.0,-0.8660254037844385,-0.5000000000000004,1,Other,1,8,1
7.0,moderate to severe,"Prayagraj, Varanasi, Budaun, Uttar Kashi Kashi, Basti,Hardoi, Garhwal",Uttar Pradesh,"14 bridges costing Rs. 1.16 crores washed away, 80,000 houses damaged, 1.6 million hectares of land affected, 31 other district affected in varying degrees, Road traffic cut off from Badrinath,Kedarnath",IMD,,9.0,1978.0,8.0,8.0,1,1978.0,8.0,8.0,3.0,-0.8660254037844385,-0.5000000000000004,1,Other,1,7,1
7.0,,Dehradun,Uttar Pradesh,,IMD,49.0,9.0,1978.0,8.0,15.0,1,1978.0,8.0,15.0,3.0,-0.8660254037844385,-0.5000000000000004,1,Other,1,1,1
7.0,"severe, moderate to severe","Saharanpur, Moradabad, Prayagraj, Dehradun, Meerut, Varanasi, Jhansi, Ballia, Jalaun, Meerut",Uttar Pradesh,"1,500 villages affected, 80,000 houses damaged, 2,000 houses collapsed, Varanasi University damaged, 8 million people in 500 villages affected, Train services disrupted",IMD,,9.0,1978.0,9.0,1.0,1,1978.0,9.0,1.0,3.0,-1.0,-1.8369701987210297e-16,1,Other,1,10,1
7.0,"moderate, severe","Agra, Mathura, Varanasi,Prayagraj, Lucknow, Gwalior, Ballia, Etawah, Jalaun, Hamirpur,Banda",Uttar Pradesh,"Cities were inundated, many villages marooned, 5 lakh people affected, 400 villages marooned",IMD,,9.0,1978.0,9.0,8.0,1,1978.0,9.0,8.0,3.0,-1.0,-1.8369701987210297e-16,1,Other,1,11,1
14.0,flash floods in lohit river,Lohit,Arunachal Pradesh,"i)Road,telecommunication disrupted due to heavy landslides ii)Three bridges washed away iii)Number of villages in low lying areas inundated iv)Part of Tezu town damaged",IMD,234.0,12.0,1979.0,10.0,1.0,0,1979.0,10.0,1.0,4.0,-0.8660254037844386,0.5000000000000001,1,River/Water System,1,1,1
7.0,severe floods,"Cachar, Darrang, Dibrugarh, Lakhimpur,Sivasagar",Assam,"i)3,000 families in 12 villages marooned (Mangaldai,Udalguri sub-division worst affected) ii)Several houses swept away because of erosion in the river banks iii)Raod/rail communication disrupted",IMD,,18.0,1979.0,7.0,1.0,0,1979.0,7.0,1.0,3.0,-0.4999999999999997,-0.8660254037844388,1,Other,1,5,1
1.0,flash floods,Rajkot,Gujarat,"i)Water level was about 6 metres some palces in Morvi ii)Carcasses seen hanging on electric/telephone wires iii)Road-cum-rail bridge at Morvi severely damaged iv)8,000 houses damaged v)Number of small scale industrial units wiped out vi)Power/telephone services completely cut-off vii)Total loss to public/private property estimated Rs 103.3 crores",IMD,457.0,24.0,1979.0,8.0,11.0,1,1979.0,8.0,11.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Flash Flood,1,1,1
7.0,heavy rains,Hilly areas,Jammu and Kashmir,"A tourist bus washed away,passengers escaped with minor injuries",IMD,,,1979.0,5.0,22.0,0,1979.0,5.0,22.0,2.0,0.49999999999999994,-0.8660254037844387,1,Heavy Rain,1,1,1
1.0,heavy rains,"Bengaluru Rural,Rugi",Karnataka,"12 houses,2 huts damaged",IMD,,29.0,1979.0,9.0,13.0,1,1979.0,9.0,13.0,3.0,-1.0,-1.8369701987210297e-16,0,Heavy Rain,1,2,1
1.0,heavy rains,Bengaluru Rural,Karnataka,"Low lying areas flooded,slums submerged",IMD,526.0,29.0,1979.0,10.0,8.0,0,1979.0,10.0,8.0,4.0,-0.8660254037844386,0.5000000000000001,0,Heavy Rain,1,1,1
1.0,heavy rains,Kannur,Kerala,"A bridge,an approach road washed away",IMD,557.0,32.0,1979.0,7.0,2.0,0,1979.0,7.0,2.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
3.0,heavy rains,"Kannur,Kozhikode",Kerala,"i)30 houses washed away,1000 families affected ii)Banana, ginger,paddy crops affected",IMD,,32.0,1979.0,8.0,1.0,0,1979.0,8.0,1.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,2,1
1.0,heavy rains,Khargone (Khargone (West Nimar)),Madhya Pradesh,,IMD,,23.0,1979.0,6.0,25.0,1,1979.0,6.0,25.0,2.0,1.2246467991473532e-16,-1.0,0,Heavy Rain,1,1,1
1.0,heavy rains,Khargone (Khargone (West Nimar)),Madhya Pradesh,,IMD,,23.0,1979.0,7.0,1.0,0,1979.0,7.0,1.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
1.0,heavy rains,Indore,Madhya Pradesh,i)Low lying areas flooded ii)City reservoir overflowed,IMD,410.0,23.0,1979.0,8.0,3.0,0,1979.0,8.0,3.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,1,1
24.0,heavy rains,"Amravati, Bhandara, Chandrapur, Nagpur,Wardha",Maharashtra,"i)Cotton, Gram, Orange, Orchards, vegetables,wheat crops in 70,000 hectares damaged ii)1,200 houses damaged iii)6,000 villages affected",IMD,,27.0,1979.0,1.0,22.0,0,1979.0,1.0,22.0,1.0,0.49999999999999994,0.8660254037844387,1,Heavy Rain,1,5,1
1.0,flash floods,Mumbai,Maharashtra,i)Several areas flooded ii)train services/telephone ervices/road transportation disrupted,IMD,482.0,27.0,1979.0,6.0,24.0,0,1979.0,6.0,24.0,2.0,1.2246467991473532e-16,-1.0,0,Flash Flood,1,1,1
7.0,severe floods,Nagpur,Maharashtra,"i)Four trucks washe daway ii)One bridge washed away iii)Vehicular traffic between Nagpur,Wardha suspended due to inundation of bridges,culverts iv)2,000 houses damaged v)Loss estimated to Rs 1 crore",IMD,484.0,27.0,1979.0,8.0,1.0,0,1979.0,8.0,1.0,3.0,-0.8660254037844385,-0.5000000000000004,1,Other,1,1,1
2.0,heavy rains,"Nagpur,Wardha",Maharashtra,"i)Few trucks/buses swept away ii)Several houses collapsed iii)Damage to property/ crops/ animals,agricultural equipments run into several lakh of rupees",IMD,,27.0,1979.0,7.0,3.0,1,1979.0,7.0,3.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,2,1
3.0,flash floods,"Amravati, Bhandara, Chandrapur, Nagpur, Wardha,Yavatmal",Maharashtra,"i)People in 204 villages marooned ii)12,390 houses collapsed iii)Thousand of people rendered homeless iv)Standing crops in 75,000 hectares damaged v)Loss estimated to Rs. 8 crores",IMD,,27.0,1979.0,8.0,8.0,1,1979.0,8.0,8.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Flash Flood,1,6,1
1.0,flash floods,Pune,Maharashtra,,IMD,490.0,27.0,1979.0,9.0,16.0,0,1979.0,9.0,16.0,3.0,-1.0,-1.8369701987210297e-16,0,Flash Flood,1,1,1
1.0,flash floods,Aurangabad,Maharashtra,,IMD,189.0,27.0,1979.0,9.0,25.0,0,1979.0,9.0,25.0,3.0,-1.0,-1.8369701987210297e-16,0,Flash Flood,1,1,1
1.0,moderate floods,Solapur,Maharashtra,Traffic paralysed by floods in Bhogawati river,IMD,496.0,27.0,1979.0,11.0,4.0,0,1979.0,11.0,4.0,4.0,-0.5000000000000004,0.8660254037844384,0,Other,1,1,1
14.0,severe floods,"Ajmer, Bhilwara, Bundi, Jalore, Jodhpur, Kota, Nagpur, Pali, Sawai Madhopur, Sikar,Tonk",Rajasthan,"i)211 villages inundated,40,000 sq.km. area submerged due to breaches in number of dams ii)Two passengers trains marooned due to breaches,submerison of rail tracks in Pali/Jodhpur districts iii)Nearly one million people affected iv)Several houses collapsed v)Loss estimated to Rs. 60 crores",IMD,,8.0,1979.0,7.0,8.0,1,1979.0,7.0,8.0,3.0,-0.4999999999999997,-0.8660254037844388,1,Other,1,11,1
1.0,incessant heavy rains,Gangtok,Sikkim,Road communication between East District-Siliguri snapped due to massive landslides,IMD,225.0,11.0,1979.0,7.0,22.0,0,1979.0,7.0,22.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
7.0,heavy rains,Coimbatore,Tamil Nadu,"i)1,500 huts damaged ii)6,500 people rendered homeless iii)Loss estimated to property Rs. 3 lakhs",IMD,569.0,33.0,1979.0,11.0,17.0,1,1979.0,11.0,17.0,4.0,-0.5000000000000004,0.8660254037844384,1,Heavy Rain,1,1,1
186.0,heavy rains,Chennai,Tamil Nadu,i)Normal life disrupted ii)Train/Air services delayed,IMD,568.0,33.0,1979.0,5.0,12.0,0,1979.0,5.0,12.0,2.0,0.49999999999999994,-0.8660254037844387,1,Heavy Rain,1,1,1
8.0,severe floods,Madurai,Tamil Nadu,"i)The bridge across the river submerged ii)Several tanks breached iii)Heavy breaches in rail-tracks dislocated train services iv)4,000 persons in Pettai Thennur villages marooned,food air dropped v)Residential area flooded,1,500 people rendered homeless v)Power failure vi)Normal life dislocated",IMD,578.0,33.0,1979.0,11.0,13.0,1,1979.0,11.0,13.0,4.0,-0.5000000000000004,0.8660254037844384,1,Other,1,1,1
1.0,heavy rains,Ramanathapuram,Tamil Nadu,"i)People in villages marooned, food air-dropped ii)800 houses/5,000 huts damaged iii)31000 people rendered homeless iv)Several irrigation sources breached v)Heavy damage to road bridges",IMD,583.0,33.0,1979.0,11.0,19.0,1,1979.0,11.0,19.0,4.0,-0.5000000000000004,0.8660254037844384,0,Heavy Rain,1,1,1
8.0,heavy rains,Cuddalore,Tamil Nadu,"i)Mining operations in Lignite mines at neyweli handicapped ii)45 villages water-logged,people in 10 villages marooned iii)12,140 hectares of paddy crop flooded iv)Vehicular traffic disrupted because of uprooting of trees,several breaches v)50 huts washed away",IMD,570.0,33.0,1979.0,11.0,13.0,0,1979.0,11.0,13.0,4.0,-0.5000000000000004,0.8660254037844384,1,Heavy Rain,1,1,1
119.0,heavy rains,Thanjavur,Tamil Nadu,"i)Agricultural work hampered ii)Paddy crop in 2,833 hectares submerged iii)120 houses damaged iv)257 families affected",IMD,586.0,33.0,1979.0,7.0,23.0,0,1979.0,7.0,23.0,3.0,-0.4999999999999997,-0.8660254037844388,1,Heavy Rain,1,1,1
8.0,heavy rains,The Nilgiris,Tamil Nadu,i)Vehicular traffic affected by landslides in ghat roads ii)40 huts submerged iii)Extensive damage to property,IMD,587.0,33.0,1979.0,11.0,13.0,1,1979.0,11.0,13.0,4.0,-0.5000000000000004,0.8660254037844384,1,Heavy Rain,1,1,1
10.0,"heavy rains,moderate floods",Tiruchirappalli,Tamil Nadu,"i)Over hundred huts washed away in flooded Amara vathi river ii)2,500 people rendered homeless iii)225 irrigation tanks breached",IMD,591.0,33.0,1979.0,11.0,13.0,0,1979.0,11.0,13.0,4.0,-0.5000000000000004,0.8660254037844384,1,Heavy Rain,1,1,1
7.0,severe floods,Tirunelveli,Tamil Nadu,"i)Bridge costing Rs. 23 lakh, under construction washed away ii)Road communication disrupted iii)Power supply,telephone systems seriously affected iv)167 irrigation sources breached v)5,000 families lies in low lying areas rendered homeless vi)2,800 huts washed away vii)809 hectares of standing paddy crops submerged viii)Chillies, coriander seeds,cotton crops in 3,033 hectares damaged",IMD,592.0,33.0,1979.0,11.0,12.0,1,1979.0,11.0,12.0,4.0,-0.5000000000000004,0.8660254037844384,1,Other,1,1,1
21.0,severe floods,"Azamgarh, Bahraich, Ballia, Bara Banki, Basti, Chamoli, Dehradun, Deoria, Ayodhya, Gonda, Gorakhpur, Kheri,Sitapur","Uttar Pradesh, Uttarakhand","i)6.24 lakhs people in 3,600 villages affected ii)Crops in 99,014 hectares affected iii)3,641 houses damaged iv)Traffic dislocated",IMD,,,1979.0,7.0,8.0,1,1979.0,7.0,8.0,3.0,-0.4999999999999997,-0.8660254037844388,1,Other,2,13,1
